Date,Hr_End,RT_Demand,Dry_Bulb,Dew_Point,Dry_BulbSQ,Dew_PointSQ,Dry_BulbCube,Dew_PointCube
1/3/20,7,1310.93,30,27,900,729,27000,19683
1/3/20,8,1404.29,31,28,961,784,29791,21952
1/3/20,9,1430.47,30,28,900,784,27000,21952
1/3/20,10,1446.74,32,28,1024,784,32768,21952
1/3/20,11,1460.9,34,29,1156,841,39304,24389
1/3/20,12,1456.08,35,30,1225,900,42875,27000
1/3/20,13,1434.01,37,30,1369,900,50653,27000
1/3/20,14,1425.51,39,31,1521,961,59319,29791
1/3/20,15,1406.26,39,31,1521,961,59319,29791
1/3/20,16,1409.95,39,32,1521,1024,59319,32768
1/3/20,17,1486.08,39,32,1521,1024,59319,32768
1/3/20,18,1542.24,37,32,1369,1024,50653,32768
1/3/20,19,1517.49,36,31,1296,961,46656,29791
1/3/20,20,1466.2,35,32,1225,1024,42875,32768
1/3/20,21,1401.38,33,31,1089,961,35937,29791
1/3/20,22,1315.73,33,31,1089,961,35937,29791
1/3/20,23,1209.53,33,32,1089,1024,35937,32768
1/3/20,24,1108.02,33,31,1089,961,35937,29791
1/4/20,1,1036.63,32,31,1024,961,32768,29791
1/4/20,2,995.9,32,30,1024,900,32768,27000
1/4/20,3,975.07,32,30,1024,900,32768,27000
1/4/20,4,968.26,32,30,1024,900,32768,27000
1/4/20,5,982.38,33,31,1089,961,35937,29791
1/4/20,6,1025.04,33,31,1089,961,35937,29791
1/4/20,7,1097.96,33,31,1089,961,35937,29791
1/4/20,8,1183.28,33,31,1089,961,35937,29791
1/4/20,9,1267.37,33,32,1089,1024,35937,32768
1/4/20,10,1334.67,34,32,1156,1024,39304,32768
1/4/20,11,1370.62,34,33,1156,1089,39304,35937
1/4/20,12,1381.58,34,34,1156,1156,39304,39304
1/4/20,13,1383.55,36,34,1296,1156,46656,39304
1/4/20,14,1379.16,36,36,1296,1296,46656,46656
1/4/20,15,1372.04,37,36,1369,1296,50653,46656
1/4/20,16,1381.22,37,36,1369,1296,50653,46656
1/4/20,17,1448.69,36,34,1296,1156,46656,39304
1/4/20,18,1493.5,36,34,1296,1156,46656,39304
1/4/20,19,1467.48,35,34,1225,1156,42875,39304
1/4/20,20,1409.66,34,33,1156,1089,39304,35937
1/4/20,21,1353.33,34,32,1156,1024,39304,32768
1/4/20,22,1272.25,34,32,1156,1024,39304,32768
1/4/20,23,1193.61,34,32,1156,1024,39304,32768
1/4/20,24,1108.78,33,32,1089,1024,35937,32768
1/5/20,1,1036.31,33,31,1089,961,35937,29791
1/5/20,2,990.62,32,31,1024,961,32768,29791
1/5/20,3,968.27,33,31,1089,961,35937,29791
1/5/20,4,966.56,33,31,1089,961,35937,29791
1/5/20,5,979.79,33,30,1089,900,35937,27000
1/5/20,6,1012.85,33,27,1089,729,35937,19683
1/5/20,7,1074.71,32,25,1024,625,32768,15625
1/5/20,8,1149.99,32,22,1024,484,32768,10648
1/5/20,9,1238.27,31,22,961,484,29791,10648
1/5/20,10,1305.58,32,20,1024,400,32768,8000
1/5/20,11,1350.56,31,19,961,361,29791,6859
1/5/20,12,1373.36,31,18,961,324,29791,5832
1/5/20,13,1374.75,32,19,1024,361,32768,6859
1/5/20,14,1364.43,31,18,961,324,29791,5832
1/5/20,15,1364.79,31,17,961,289,29791,4913
1/5/20,16,1396,31,17,961,289,29791,4913
1/5/20,17,1508.08,30,16,900,256,27000,4096
1/5/20,18,1619.2,29,16,841,256,24389,4096
1/5/20,19,1599.78,28,16,784,256,21952,4096
1/5/20,20,1541.1,27,16,729,256,19683,4096
1/5/20,21,1467.63,26,15,676,225,17576,3375
1/5/20,22,1369.04,25,14,625,196,15625,2744
1/5/20,23,1260.7,24,14,576,196,13824,2744
1/5/20,24,1179.94,23,13,529,169,12167,2197
1/6/20,1,1132.38,22,13,484,169,10648,2197
1/6/20,2,1109.62,21,12,441,144,9261,1728
1/6/20,3,1111.64,21,12,441,144,9261,1728
1/6/20,4,1120.15,19,12,361,144,6859,1728
1/6/20,5,1172.22,18,12,324,144,5832,1728
1/6/20,6,1289.64,19,12,361,144,6859,1728
1/6/20,7,1463.92,17,13,289,169,4913,2197
1/6/20,8,1557.63,16,12,256,144,4096,1728
1/6/20,9,1566.78,17,13,289,169,4913,2197
1/6/20,10,1568.76,19,14,361,196,6859,2744
1/6/20,11,1553.99,23,15,529,225,12167,3375
1/6/20,12,1553.25,27,16,729,256,19683,4096
1/6/20,13,1561.8,26,19,676,361,17576,6859
1/6/20,14,1565.63,26,22,676,484,17576,10648
1/6/20,15,1550.34,27,22,729,484,19683,10648
1/6/20,16,1554.11,27,22,729,484,19683,10648
1/6/20,17,1623.51,28,23,784,529,21952,12167
1/6/20,18,1708.71,28,23,784,529,21952,12167
1/6/20,19,1701.33,26,22,676,484,17576,10648
1/6/20,20,1648.2,23,20,529,400,12167,8000
1/6/20,21,1572.57,22,20,484,400,10648,8000
1/6/20,22,1454.14,20,18,400,324,8000,5832
1/6/20,23,1318.58,18,16,324,256,5832,4096
1/6/20,24,1230.36,20,18,400,324,8000,5832
1/7/20,1,1170.9,20,18,400,324,8000,5832
1/7/20,2,1147.85,19,16,361,256,6859,4096
1/7/20,3,1132.85,20,18,400,324,8000,5832
1/7/20,4,1136.21,20,18,400,324,8000,5832
1/7/20,5,1167.19,31,19,961,361,29791,6859
1/7/20,6,1277.19,30,14,900,196,27000,2744
1/7/20,7,1446.34,27,16,729,256,19683,4096
1/7/20,8,1527.68,28,14,784,196,21952,2744
1/7/20,9,1524.11,28,15,784,225,21952,3375
1/7/20,10,1506.52,29,16,841,256,24389,4096
1/7/20,11,1497.1,32,17,1024,289,32768,4913
1/7/20,12,1487.54,33,17,1089,289,35937,4913
1/7/20,13,1459.66,34,18,1156,324,39304,5832
1/7/20,14,1454.12,38,19,1444,361,54872,6859
1/7/20,15,1459.93,36,18,1296,324,46656,5832
1/7/20,16,1478.26,35,19,1225,361,42875,6859
1/7/20,17,1567.97,35,19,1225,361,42875,6859
1/7/20,18,1650.77,31,20,961,400,29791,8000
1/7/20,19,1641.35,32,20,1024,400,32768,8000
1/7/20,20,1590.86,31,20,961,400,29791,8000
1/7/20,21,1513.31,29,20,841,400,24389,8000
1/7/20,22,1405.35,30,20,900,400,27000,8000
1/7/20,23,1278.01,28,22,784,484,21952,10648
1/7/20,24,1179.49,30,19,900,361,27000,6859
1/8/20,1,1120.55,29,20,841,400,24389,8000
1/8/20,2,1092.51,29,20,841,400,24389,8000
1/8/20,3,1079.85,27,21,729,441,19683,9261
1/8/20,4,1088.72,27,21,729,441,19683,9261
1/8/20,5,1131.57,28,21,784,441,21952,9261
1/8/20,6,1241.51,27,23,729,529,19683,12167
1/8/20,7,1413.85,27,24,729,576,19683,13824
1/8/20,8,1499.67,26,24,676,576,17576,13824
1/8/20,9,1502.27,26,24,676,576,17576,13824
1/8/20,10,1488.54,27,25,729,625,19683,15625
1/8/20,11,1485.85,30,26,900,676,27000,17576
1/8/20,12,1460.18,33,24,1089,576,35937,13824
1/8/20,13,1435.6,36,23,1296,529,46656,12167
1/8/20,14,1440.05,37,21,1369,441,50653,9261
1/8/20,15,1448.43,37,21,1369,441,50653,9261
1/8/20,16,1480.08,36,21,1296,441,46656,9261
1/8/20,17,1566.7,36,21,1296,441,46656,9261
1/8/20,18,1658.85,33,23,1089,529,35937,12167
1/8/20,19,1654.08,29,24,841,576,24389,13824
1/8/20,20,1616.33,29,22,841,484,24389,10648
1/8/20,21,1554.08,28,12,784,144,21952,1728
1/8/20,22,1461.53,27,10,729,100,19683,1000
1/8/20,23,1342.67,26,11,676,121,17576,1331
1/8/20,24,1251.36,23,16,529,256,12167,4096
1/9/20,1,1201.99,22,9,484,81,10648,729
1/9/20,2,1179.26,21,7,441,49,9261,343
1/9/20,3,1176.41,19,5,361,25,6859,125
1/9/20,4,1189.98,17,4,289,16,4913,64
1/9/20,5,1239.6,16,4,256,16,4096,64
1/9/20,6,1357.68,15,3,225,9,3375,27
1/9/20,7,1537.53,13,1,169,1,2197,1
1/9/20,8,1624.23,13,0,169,0,2197,0
1/9/20,9,1629.74,13,0,169,0,2197,0
1/9/20,10,1615.77,13,0,169,0,2197,0
1/9/20,11,1604.28,15,0,225,0,3375,0
1/9/20,12,1583.61,17,1,289,1,4913,1
1/9/20,13,1556.3,19,2,361,4,6859,8
1/9/20,14,1544.13,21,3,441,9,9261,27
1/9/20,15,1540.65,23,3,529,9,12167,27
1/9/20,16,1566.31,22,2,484,4,10648,8
1/9/20,17,1651.77,22,3,484,9,10648,27
1/9/20,18,1748.03,21,4,441,16,9261,64
1/9/20,19,1740.22,19,4,361,16,6859,64
1/9/20,20,1695.06,18,4,324,16,5832,64
1/9/20,21,1617.86,17,8,289,64,4913,512
1/9/20,22,1512.05,18,6,324,36,5832,216
1/9/20,23,1386.65,17,7,289,49,4913,343
1/9/20,24,1288.12,16,7,256,49,4096,343
1/10/20,1,1228.11,14,9,196,81,2744,729
1/10/20,2,1195.1,15,7,225,49,3375,343
1/10/20,3,1181.06,14,7,196,49,2744,343
1/10/20,4,1180.27,17,8,289,64,4913,512
1/10/20,5,1217.76,17,7,289,49,4913,343
1/10/20,6,1318.04,21,9,441,81,9261,729
1/10/20,7,1478.27,22,9,484,81,10648,729
1/10/20,8,1559.7,23,11,529,121,12167,1331
1/10/20,9,1563.58,24,14,576,196,13824,2744
1/10/20,10,1548.65,26,16,676,256,17576,4096
1/10/20,11,1530.59,29,20,841,400,24389,8000
1/10/20,12,1499.79,32,22,1024,484,32768,10648
1/10/20,13,1481.83,38,25,1444,625,54872,15625
1/10/20,14,1480.97,40,27,1600,729,64000,19683
1/10/20,15,1455.43,36,25,1296,625,46656,15625
1/10/20,16,1443.12,43,31,1849,961,79507,29791
1/10/20,17,1496.87,42,33,1764,1089,74088,35937
1/10/20,18,1553.99,41,34,1681,1156,68921,39304
1/10/20,19,1524.57,42,34,1764,1156,74088,39304
1/10/20,20,1466.72,42,35,1764,1225,74088,42875
1/10/20,21,1402.61,40,34,1600,1156,64000,39304
1/10/20,22,1314.41,40,35,1600,1225,64000,42875
1/10/20,23,1207.65,36,33,1296,1089,46656,35937
1/10/20,24,1113.07,40,35,1600,1225,64000,42875
1/11/20,1,1046.22,41,36,1681,1296,68921,46656
1/11/20,2,1003.4,40,36,1600,1296,64000,46656
1/11/20,3,980.09,36,34,1296,1156,46656,39304
1/11/20,4,973.15,38,35,1444,1225,54872,42875
1/11/20,5,987.4,39,35,1521,1225,59319,42875
1/11/20,6,1033.02,39,37,1521,1369,59319,50653
1/11/20,7,1102.71,37,35,1369,1225,50653,42875
1/11/20,8,1184.04,43,40,1849,1600,79507,64000
1/11/20,9,1257.62,42,40,1764,1600,74088,64000
1/11/20,10,1303.35,44,41,1936,1681,85184,68921
1/11/20,11,1296.6,48,43,2304,1849,110592,79507
1/11/20,12,1266.32,49,43,2401,1849,117649,79507
1/11/20,13,1245.12,59,46,3481,2116,205379,97336
1/11/20,14,1228.77,58,46,3364,2116,195112,97336
1/11/20,15,1223.56,61,46,3721,2116,226981,97336
1/11/20,16,1241.02,60,47,3600,2209,216000,103823
1/11/20,17,1316.66,58,46,3364,2116,195112,97336
1/11/20,18,1384.67,56,47,3136,2209,175616,103823
1/11/20,19,1353.21,58,47,3364,2209,195112,103823
1/11/20,20,1298.46,58,48,3364,2304,195112,110592
1/11/20,21,1238.37,59,49,3481,2401,205379,117649
1/11/20,22,1162.15,58,49,3364,2401,195112,117649
1/11/20,23,1076.59,59,50,3481,2500,205379,125000
1/11/20,24,1000.16,60,52,3600,2704,216000,140608
1/12/20,1,930.94,60,52,3600,2704,216000,140608
1/12/20,2,892.1,60,53,3600,2809,216000,148877
1/12/20,3,870.37,61,53,3721,2809,226981,148877
1/12/20,4,861.06,61,54,3721,2916,226981,157464
1/12/20,5,870.54,61,55,3721,3025,226981,166375
1/12/20,6,902.12,60,57,3600,3249,216000,185193
1/12/20,7,951.25,58,57,3364,3249,195112,185193
1/12/20,8,1024.59,62,56,3844,3136,238328,175616
1/12/20,9,1113.87,61,56,3721,3136,226981,175616
1/12/20,10,1183.01,60,55,3600,3025,216000,166375
1/12/20,11,1200.46,59,54,3481,2916,205379,157464
1/12/20,12,1218.86,64,54,4096,2916,262144,157464
1/12/20,13,1224.78,65,50,4225,2500,274625,125000
1/12/20,14,1200.25,62,44,3844,1936,238328,85184
1/12/20,15,1195.43,57,39,3249,1521,185193,59319
1/12/20,16,1227.59,51,36,2601,1296,132651,46656
1/12/20,17,1317.97,49,31,2401,961,117649,29791
1/12/20,18,1432.48,46,29,2116,841,97336,24389
1/12/20,19,1416.59,42,27,1764,729,74088,19683
1/12/20,20,1363.85,38,26,1444,676,54872,17576
1/12/20,21,1300.62,35,24,1225,576,42875,13824
1/12/20,22,1212.43,34,23,1156,529,39304,12167
1/12/20,23,1118.4,32,21,1024,441,32768,9261
1/12/20,24,1047.44,29,19,841,361,24389,6859
1/13/20,1,1007.48,28,18,784,324,21952,5832
1/13/20,2,990.58,27,18,729,324,19683,5832
1/13/20,3,990.78,27,18,729,324,19683,5832
1/13/20,4,1007.28,27,18,729,324,19683,5832
1/13/20,5,1056.91,27,18,729,324,19683,5832
1/13/20,6,1176.33,28,18,784,324,21952,5832
1/13/20,7,1355.95,28,19,784,361,21952,6859
1/13/20,8,1458.11,28,17,784,289,21952,4913
1/13/20,9,1484.03,27,16,729,256,19683,4096
1/13/20,10,1505.26,27,18,729,324,19683,5832
1/13/20,11,1523.05,28,20,784,400,21952,8000
1/13/20,12,1531.92,29,21,841,441,24389,9261
1/13/20,13,1529.64,29,21,841,441,24389,9261
1/13/20,14,1530.3,28,23,784,529,21952,12167
1/13/20,15,1526.62,29,24,841,576,24389,13824
1/13/20,16,1537.52,29,25,841,625,24389,15625
1/13/20,17,1596.45,28,25,784,625,21952,15625
1/13/20,18,1651.12,28,26,784,676,21952,17576
1/13/20,19,1630.76,28,26,784,676,21952,17576
1/13/20,20,1572.33,28,26,784,676,21952,17576
1/13/20,21,1491.36,28,26,784,676,21952,17576
1/13/20,22,1372.99,28,26,784,676,21952,17576
1/13/20,23,1254.82,28,26,784,676,21952,17576
1/13/20,24,1157.73,28,27,784,729,21952,19683
1/14/20,1,1088.34,28,26,784,676,21952,17576
1/14/20,2,1054.48,28,27,784,729,21952,19683
1/14/20,3,1044.16,29,27,841,729,24389,19683
1/14/20,4,1050.22,29,27,841,729,24389,19683
1/14/20,5,1088.61,29,27,841,729,24389,19683
1/14/20,6,1191.27,29,28,841,784,24389,21952
1/14/20,7,1363.72,29,28,841,784,24389,21952
1/14/20,8,1452.78,29,27,841,729,24389,19683
1/14/20,9,1463.16,29,28,841,784,24389,21952
1/14/20,10,1460.4,31,28,961,784,29791,21952
1/14/20,11,1457.09,32,29,1024,841,32768,24389
1/14/20,12,1438.01,34,31,1156,961,39304,29791
1/14/20,13,1420.06,36,31,1296,961,46656,29791
1/14/20,14,1418.97,38,30,1444,900,54872,27000
1/14/20,15,1415.3,37,29,1369,841,50653,24389
1/14/20,16,1437.38,35,29,1225,841,42875,24389
1/14/20,17,1508.82,36,29,1296,841,46656,24389
1/14/20,18,1580.45,35,29,1225,841,42875,24389
1/14/20,19,1566.01,35,30,1225,900,42875,27000
1/14/20,20,1515.32,35,30,1225,900,42875,27000
1/14/20,21,1439.22,34,30,1156,900,39304,27000
1/14/20,22,1330.78,34,31,1156,961,39304,29791
1/14/20,23,1207.88,34,31,1156,961,39304,29791
1/14/20,24,1113.39,33,31,1089,961,35937,29791
1/15/20,1,1053.54,33,31,1089,961,35937,29791
1/15/20,2,1019.94,33,32,1089,1024,35937,32768
1/15/20,3,1006.49,34,32,1156,1024,39304,32768
1/15/20,4,1011.96,34,32,1156,1024,39304,32768
1/15/20,5,1054.55,34,32,1156,1024,39304,32768
1/15/20,6,1166.32,33,32,1089,1024,35937,32768
1/15/20,7,1337.32,30,29,900,841,27000,24389
1/15/20,8,1416.79,30,29,900,841,27000,24389
1/15/20,9,1417.4,28,27,784,729,21952,19683
1/15/20,10,1401.29,31,31,961,961,29791,29791
1/15/20,11,1398.74,39,33,1521,1089,59319,35937
1/15/20,12,1406.27,42,33,1764,1089,74088,35937
1/15/20,13,1400.88,44,31,1936,961,85184,29791
1/15/20,14,1391.63,44,28,1936,784,85184,21952
1/15/20,15,1379.09,45,28,2025,784,91125,21952
1/15/20,16,1386.1,42,28,1764,784,74088,21952
1/15/20,17,1458.62,42,28,1764,784,74088,21952
1/15/20,18,1545.93,41,26,1681,676,68921,17576
1/15/20,19,1537.11,40,24,1600,576,64000,13824
1/15/20,20,1494.27,40,24,1600,576,64000,13824
1/15/20,21,1428.07,37,24,1369,576,50653,13824
1/15/20,22,1318.33,33,25,1089,625,35937,15625
1/15/20,23,1201.86,30,25,900,625,27000,15625
1/15/20,24,1110.94,30,26,900,676,27000,17576
1/16/20,1,1052.22,31,25,961,625,29791,15625
1/16/20,2,1020.96,31,26,961,676,29791,17576
1/16/20,3,1010.11,31,26,961,676,29791,17576
1/16/20,4,1018.79,31,26,961,676,29791,17576
1/16/20,5,1065.45,31,27,961,729,29791,19683
1/16/20,6,1173.83,31,29,961,841,29791,24389
1/16/20,7,1328.69,31,30,961,900,29791,27000
1/16/20,8,1422.13,32,30,1024,900,32768,27000
1/16/20,9,1462.51,32,31,1024,961,32768,29791
1/16/20,10,1482.74,32,31,1024,961,32768,29791
1/16/20,11,1491.64,32,31,1024,961,32768,29791
1/16/20,12,1477.69,32,31,1024,961,32768,29791
1/16/20,13,1467.82,33,31,1089,961,35937,29791
1/16/20,14,1464.19,34,31,1156,961,39304,29791
1/16/20,15,1452.41,35,29,1225,841,42875,24389
1/16/20,16,1462.25,34,22,1156,484,39304,10648
1/16/20,17,1532.8,34,20,1156,400,39304,8000
1/16/20,18,1638.98,31,18,961,324,29791,5832
1/16/20,19,1637.81,30,17,900,289,27000,4913
1/16/20,20,1594.17,29,17,841,289,24389,4913
1/16/20,21,1531.41,28,20,784,400,21952,8000
1/16/20,22,1440.83,27,16,729,256,19683,4096
1/16/20,23,1331.9,25,16,625,256,15625,4096
1/16/20,24,1251.02,23,13,529,169,12167,2197
1/17/20,1,1203.95,21,10,441,100,9261,1000
1/17/20,2,1187.91,19,9,361,81,6859,729
1/17/20,3,1192.62,17,7,289,49,4913,343
1/17/20,4,1210.96,15,5,225,25,3375,125
1/17/20,5,1266.32,13,3,169,9,2197,27
1/17/20,6,1378.31,12,1,144,1,1728,1
1/17/20,7,1559.91,10,-1,100,1,1000,-1
1/17/20,8,1653.75,10,-3,100,9,1000,-27
1/17/20,9,1669.72,10,-4,100,16,1000,-64
1/17/20,10,1662.27,11,-5,121,25,1331,-125
1/17/20,11,1654.38,11,-5,121,25,1331,-125
1/17/20,12,1638.44,12,-4,144,16,1728,-64
1/17/20,13,1596.2,13,-4,169,16,2197,-64
1/17/20,14,1586.13,14,-5,196,25,2744,-125
1/17/20,15,1577.68,16,-6,256,36,4096,-216
1/17/20,16,1596.47,15,-5,225,25,3375,-125
1/17/20,17,1676.91,15,-7,225,49,3375,-343
1/17/20,18,1768.84,13,-7,169,49,2197,-343
1/17/20,19,1756.65,11,-7,121,49,1331,-343
1/17/20,20,1713.69,8,-7,64,49,512,-343
1/17/20,21,1657.54,7,-6,49,36,343,-216
1/17/20,22,1577.71,7,-6,49,36,343,-216
1/17/20,23,1482.67,7,-6,49,36,343,-216
1/17/20,24,1387.65,6,-7,36,49,216,-343
1/18/20,1,1323.24,6,-6,36,36,216,-216
1/18/20,2,1285.87,6,-6,36,36,216,-216
1/18/20,3,1266.23,5,-6,25,36,125,-216
1/18/20,4,1259.37,4,-5,16,25,64,-125
1/18/20,5,1275.43,4,-6,16,36,64,-216
1/18/20,6,1313.45,4,-6,16,36,64,-216
1/18/20,7,1385.31,5,-5,25,25,125,-125
1/18/20,8,1471.02,7,-5,49,25,343,-125
1/18/20,9,1549.28,9,-3,81,9,729,-27
1/18/20,10,1593.17,10,-1,100,1,1000,-1
1/18/20,11,1599.82,11,0,121,0,1331,0
1/18/20,12,1598.88,13,0,169,0,2197,0
1/18/20,13,1583.32,16,1,256,1,4096,1
1/18/20,14,1560.46,18,4,324,16,5832,64
1/18/20,15,1557.19,19,1,361,1,6859,1
1/18/20,16,1566.6,19,1,361,1,6859,1
1/18/20,17,1637.54,18,1,324,1,5832,1
1/18/20,18,1709.98,18,5,324,25,5832,125
1/18/20,19,1686.56,17,7,289,49,4913,343
1/18/20,20,1622.87,17,10,289,100,4913,1000
1/18/20,21,1552.62,15,14,225,196,3375,2744
1/18/20,22,1464.07,16,14,256,196,4096,2744
1/18/20,23,1363.11,17,15,289,225,4913,3375
1/18/20,24,1272.67,20,15,400,225,8000,3375
1/19/20,1,1199.53,18,15,324,225,5832,3375
1/19/20,2,1155.67,18,16,324,256,5832,4096
1/19/20,3,1128.8,19,16,361,256,6859,4096
1/19/20,4,1122.02,19,17,361,289,6859,4913
1/19/20,5,1129.91,19,17,361,289,6859,4913
1/19/20,6,1160.05,19,18,361,324,6859,5832
1/19/20,7,1214.65,18,17,324,289,5832,4913
1/19/20,8,1286.16,18,16,324,256,5832,4096
1/19/20,9,1362.07,22,19,484,361,10648,6859
1/19/20,10,1402.64,26,20,676,400,17576,8000
1/19/20,11,1410.92,29,22,841,484,24389,10648
1/19/20,12,1402.5,31,23,961,529,29791,12167
1/19/20,13,1396.14,34,24,1156,576,39304,13824
1/19/20,14,1394.29,37,25,1369,625,50653,15625
1/19/20,15,1394.61,35,24,1225,576,42875,13824
1/19/20,16,1409.99,35,23,1225,529,42875,12167
1/19/20,17,1486.55,35,19,1225,361,42875,6859
1/19/20,18,1582.45,32,19,1024,361,32768,6859
1/19/20,19,1566.68,28,18,784,324,21952,5832
1/19/20,20,1513.02,24,12,576,144,13824,1728
1/19/20,21,1455.02,21,10,441,100,9261,1000
1/19/20,22,1379.72,18,7,324,49,5832,343
1/19/20,23,1288.41,16,4,256,16,4096,64
1/19/20,24,1212.83,16,3,256,9,4096,27
1/20/20,1,1166.63,16,3,256,9,4096,27
1/20/20,2,1146.66,15,3,225,9,3375,27
1/20/20,3,1143.64,14,3,196,9,2744,27
1/20/20,4,1160.42,13,2,169,4,2197,8
1/20/20,5,1202.72,13,2,169,4,2197,8
1/20/20,6,1297.26,12,1,144,1,1728,1
1/20/20,7,1432.02,10,0,100,0,1000,0
1/20/20,8,1539.55,11,0,121,0,1331,0
1/20/20,9,1601.79,11,0,121,0,1331,0
1/20/20,10,1621.43,12,0,144,0,1728,0
1/20/20,11,1621.83,14,0,196,0,2744,0
1/20/20,12,1607.8,17,-1,289,1,4913,-1
1/20/20,13,1584.93,19,0,361,0,6859,0
1/20/20,14,1572.92,20,-2,400,4,8000,-8
1/20/20,15,1561.46,22,-2,484,4,10648,-8
1/20/20,16,1577.67,22,-1,484,1,10648,-1
1/20/20,17,1649.09,21,-4,441,16,9261,-64
1/20/20,18,1767.44,20,-3,400,9,8000,-27
1/20/20,19,1756.54,18,-4,324,16,5832,-64
1/20/20,20,1701.22,16,-4,256,16,4096,-64
1/20/20,21,1624.97,14,-4,196,16,2744,-64
1/20/20,22,1511.86,15,-4,225,16,3375,-64
1/20/20,23,1391.3,15,-3,225,9,3375,-27
1/20/20,24,1303,14,-2,196,4,2744,-8
1/21/20,1,1248.74,14,-2,196,4,2744,-8
1/21/20,2,1224.07,13,-3,169,9,2197,-27
1/21/20,3,1220.41,10,-3,100,9,1000,-27
1/21/20,4,1236.07,9,-4,81,16,729,-64
1/21/20,5,1282.71,6,-3,36,9,216,-27
1/21/20,6,1402.55,-1,-5,1,25,-1,-125
1/21/20,7,1575.8,2,-5,4,25,8,-125
1/21/20,8,1664.07,1,-5,1,25,1,-125
1/21/20,9,1655.51,6,-2,36,4,216,-8
1/21/20,10,1632.94,10,-1,100,1,1000,-1
1/21/20,11,1620.22,15,0,225,0,3375,0
1/21/20,12,1591.36,17,0,289,0,4913,0
1/21/20,13,1567.06,19,0,361,0,6859,0
1/21/20,14,1562.92,20,1,400,1,8000,1
1/21/20,15,1544.8,22,1,484,1,10648,1
1/21/20,16,1551.62,22,-1,484,1,10648,-1
1/21/20,17,1623.54,22,-1,484,1,10648,-1
1/21/20,18,1743.95,21,-1,441,1,9261,-1
1/21/20,19,1748.65,17,-1,289,1,4913,-1
1/21/20,20,1706.61,11,-1,121,1,1331,-1
1/21/20,21,1632.66,7,0,49,0,343,0
1/21/20,22,1522.9,5,-1,25,1,125,-1
1/21/20,23,1400.41,7,3,49,9,343,27
1/21/20,24,1312.57,10,2,100,4,1000,8
